project_id,project_name,ministry,sector,region,sanction_date,sanctioned_cost_cr,planned_completion_date,planned_duration_years,as_of_date,months_since_sanction,physical_progress_pct,financial_progress_pct,cumulative_expenditure_cr,revised_cost_cr,cost_revisions_count,project_stage,land_acquisition_status,approval_delay_months,financing_irregularity_flag,contractor_track_record_score,ministry_reporting_compliance_rate,months_since_last_report,consecutive_missed_cycles,is_completed,actual_completion_date,final_cost_overrun_pct,final_delay_months
PAI-00445,Fertilizers Project 00445,Fertilizers,Fertilizers,North-East,2016-07-18,1151.86,2020-01-13,3.49,2020-02-01,43,100.0,100.0,1157.68,1157.68,0,construction,complete,2.3,0,0.278,0.898,0,0,1,2020-02-01,0.51,0.6
PAI-00446,Roads Project 00446,Road Transport & Highways,Roads,East,2005-02-25,1697.15,2008-08-23,3.49,2008-08-30,42,100.0,100.0,1700.23,1700.23,0,construction,complete,4.0,0,0.407,0.93,0,0,1,2008-08-30,0.18,0.2
PAI-00447,Petroleum Project 00447,Petroleum & Natural Gas,Petroleum,Central,2014-06-22,1899.82,2019-04-25,4.84,2020-10-17,76,100.0,100.0,2066.42,2066.42,0,construction,complete,9.0,0,0.653,0.849,0,0,1,2020-10-17,8.77,17.8
PAI-00448,Roads Project 00448,Road Transport & Highways,Roads,North,2006-03-13,832.27,2009-04-04,3.06,2009-08-06,41,100.0,100.0,833.63,833.63,0,construction,complete,0.7,0,0.714,0.99,0,0,1,2009-08-06,0.16,4.1
PAI-00449,Steel Project 00449,Steel,Steel,North,2014-04-09,1238.17,2018-04-13,4.01,2020-01-17,69,100.0,100.0,1244.42,1244.42,0,construction,complete,0.9,0,0.751,0.823,0,0,1,2020-01-17,0.5,21.2
PAI-00450,Ports & Shipping Project 00450,Shipping (Ports),Ports & Shipping,South,2015-02-20,3668.03,2018-09-08,3.55,2018-09-24,43,100.0,100.0,3676.23,3676.23,0,construction,complete,1.0,0,0.535,0.864,0,0,1,2018-09-24,0.22,0.5
PAI-00451,Roads Project 00451,Road Transport & Highways,Roads,East,2018-03-10,1696.47,2022-03-08,4.0,2023-01-22,58,100.0,100.0,1703.73,1703.73,0,construction,complete,2.3,0,0.228,0.978,0,0,1,2023-01-22,0.43,10.5
PAI-00452,Ports & Shipping Project 00452,Shipping (Ports),Ports & Shipping,East,2019-09-24,489.68,2023-04-16,3.56,2023-04-25,43,100.0,100.0,490.45,490.45,0,construction,complete,2.0,0,0.611,0.853,0,0,1,2023-04-25,0.16,0.3
PAI-00453,Roads Project 00453,Road Transport & Highways,Roads,North-East,2013-10-06,627.83,2017-01-22,3.3,2017-01-31,39,100.0,100.0,630.19,630.19,0,construction,complete,2.7,0,0.801,0.912,0,0,1,2017-01-31,0.38,0.3
PAI-00454,Roads Project 00454,Road Transport & Highways,Roads,North-East,2011-07-05,1376.86,2014-03-19,2.71,2018-05-29,82,100.0,100.0,1582.42,1582.42,1,construction,complete,1.5,0,0.814,0.948,0,0,1,2018-05-29,14.93,50.3
PAI-00455,Railways Project 00455,Railways,Railways,East,2014-11-10,464.21,2018-12-22,4.12,2019-01-17,50,100.0,100.0,464.21,464.21,0,construction,complete,6.1,0,0.417,0.833,0,0,1,2019-01-17,0.0,0.8
PAI-00456,Roads Project 00456,Road Transport & Highways,Roads,North,2012-06-10,2861.97,2015-03-13,2.75,2015-03-23,33,100.0,100.0,2885.14,2885.14,0,construction,partial,3.4,0,0.842,0.878,0,0,1,2015-03-23,0.81,0.3
PAI-00457,Petroleum Project 00457,Petroleum & Natural Gas,Petroleum,Central,2023-03-26,1883.48,2026-05-02,3.1,2026-09-06,42,75.8,69.4,1320.59,1902.0,0,construction,complete,1.3,0,0.861,0.867,0,0,0,,0.98,5.6
PAI-00458,Power Project 00458,Power,Power,Central,2008-01-05,294.74,2012-11-15,4.86,2012-12-10,59,100.0,100.0,294.74,294.74,0,construction,complete,0.4,0,0.632,0.834,0,0,1,2012-12-10,0.0,0.8
PAI-00459,Urban Infrastructure Project 00459,Housing & Urban Affairs,Urban Infrastructure,South,2025-06-24,262.77,2029-02-16,3.65,2026-09-06,15,21.4,14.5,49.47,340.05,0,construction,complete,1.7,0,0.236,0.76,0,0,0,,29.41,38.0
PAI-00460,Roads Project 00460,Road Transport & Highways,Roads,North,2022-04-10,1515.53,2025-09-23,3.46,2026-09-06,53,86.4,65.2,992.21,1521.56,1,construction,partial,5.2,0,0.793,0.909,0,0,0,,0.4,78.0
PAI-00461,Railways Project 00461,Railways,Railways,East,2023-08-04,332.85,2029-06-08,5.85,2026-09-06,37,35.0,31.2,104.5,334.82,1,construction,complete,3.2,0,0.371,0.958,0,0,0,,0.59,0.7
PAI-00462,Roads Project 00462,Road Transport & Highways,Roads,North-East,2015-11-17,755.23,2018-07-14,2.66,2018-07-26,32,100.0,100.0,761.12,761.12,0,construction,partial,0.5,0,0.633,0.965,0,0,1,2018-07-26,0.78,0.4
PAI-00463,Railways Project 00463,Railways,Railways,East,2009-03-21,1617.54,2014-11-07,5.63,2022-01-17,154,100.0,100.0,1973.62,1973.62,1,construction,complete,0.3,0,0.738,0.953,0,0,1,2022-01-17,22.01,86.3
PAI-00464,Roads Project 00464,Road Transport & Highways,Roads,East,2013-01-05,312.53,2016-10-29,3.82,2016-11-11,46,100.0,100.0,314.18,314.18,1,construction,complete,0.5,1,0.756,0.925,0,0,1,2016-11-11,0.53,0.4
PAI-00465,Aviation Project 00465,Civil Aviation,Aviation,South,2018-12-26,415.81,2023-03-10,4.21,2026-09-06,93,20.1,16.7,69.56,415.81,0,construction,complete,4.0,1,0.733,0.723,1,1,0,,0.0,49.0
PAI-00466,Roads Project 00466,Road Transport & Highways,Roads,North,2018-03-01,529.39,2020-11-17,2.72,2020-12-11,33,100.0,100.0,530.61,530.61,1,construction,partial,2.7,0,0.239,0.92,0,0,1,2020-12-11,0.23,0.8
PAI-00467,Power Project 00467,Power,Power,East,2016-12-15,2419.25,2023-01-04,6.06,2026-09-06,117,63.7,59.5,1446.12,2431.19,0,construction,complete,2.2,1,0.873,0.968,0,0,0,,0.49,93.3
PAI-00468,Roads Project 00468,Road Transport & Highways,Roads,West,2015-10-18,1536.77,2019-03-26,3.44,2019-04-02,42,100.0,100.0,1543.71,1543.71,2,construction,complete,0.3,0,0.362,0.949,0,0,1,2019-04-02,0.45,0.2
PAI-00469,Roads Project 00469,Road Transport & Highways,Roads,West,2019-01-19,582.09,2022-08-14,3.57,2026-09-06,92,59.7,45.9,294.84,642.37,0,construction,complete,2.1,1,0.104,0.935,0,0,0,,10.36,71.1
PAI-00470,Roads Project 00470,Road Transport & Highways,Roads,South,2008-06-23,991.27,2011-11-24,3.42,2011-11-27,41,100.0,100.0,995.11,995.11,1,construction,complete,1.3,0,0.621,0.873,0,0,1,2011-11-27,0.39,0.1
PAI-00471,Railways Project 00471,Railways,Railways,North,2025-02-17,1265.8,2029-03-02,4.04,2026-09-06,19,23.1,15.1,221.06,1462.0,0,construction,complete,3.6,1,0.43,0.907,0,0,0,,15.5,7.9
PAI-00472,Petroleum Project 00472,Petroleum & Natural Gas,Petroleum,West,2015-06-15,436.14,2018-12-18,3.51,2019-01-15,43,100.0,100.0,441.74,441.74,1,construction,complete,0.6,0,0.514,0.89,0,0,1,2019-01-15,1.28,0.9
PAI-00473,Mining Project 00473,Coal,Mining,Central,2022-08-06,468.17,2026-10-14,4.19,2026-09-06,49,77.7,67.7,319.19,471.41,0,construction,complete,2.6,0,0.723,0.839,0,0,0,,0.69,0.5
PAI-00474,Roads Project 00474,Road Transport & Highways,Roads,East,2005-12-14,381.61,2008-12-22,3.02,2009-01-08,37,100.0,100.0,381.61,381.61,0,construction,complete,0.0,0,0.793,0.946,0,0,1,2009-01-08,0.0,0.5
PAI-00475,Aviation Project 00475,Civil Aviation,Aviation,North,2024-05-17,1011.72,2027-01-25,2.69,2026-09-06,28,37.1,27.9,283.44,1015.08,1,construction,partial,2.1,0,0.894,0.81,0,0,0,,0.33,0.6
PAI-00476,Petroleum Project 00476,Petroleum & Natural Gas,Petroleum,South,2018-04-25,3276.55,2022-09-21,4.41,2022-09-21,53,100.0,100.0,3388.96,3388.96,1,construction,complete,0.5,0,0.277,0.938,0,0,1,2022-09-21,3.43,0.0
PAI-00477,Power Project 00477,Power,Power,North-East,2026-12-24,301.36,2032-12-20,5.99,2026-09-06,1,1.0,0.0,0.0,347.43,2,pre_construction,partial,0.6,1,0.568,0.921,0,0,0,,15.29,0.7
PAI-00478,Roads Project 00478,Road Transport & Highways,Roads,North-East,2012-05-08,802.35,2015-12-02,3.57,2015-12-21,43,100.0,100.0,804.56,804.56,0,construction,complete,5.8,0,0.474,0.963,0,0,1,2015-12-21,0.28,0.6
PAI-00479,Steel Project 00479,Steel,Steel,West,2008-10-21,264.37,2012-05-26,3.6,2012-06-23,44,100.0,100.0,297.86,297.86,1,construction,complete,3.8,0,0.44,0.892,0,0,1,2012-06-23,12.67,0.9
PAI-00480,Power Project 00480,Atomic Energy,Power,North-East,2025-05-09,290.51,2031-09-26,6.38,2026-09-06,16,10.0,6.3,18.49,292.52,0,pre_construction,partial,2.0,0,0.254,0.868,0,0,0,,0.69,0.6
PAI-00481,Railways Project 00481,Railways,Railways,South,2026-05-21,829.8,2033-03-09,6.8,2026-09-06,4,1.0,0.0,0.0,831.4,0,pre_construction,not_started,6.4,0,0.701,0.85,0,0,0,,0.19,3.0
PAI-00482,Railways Project 00482,Railways,Railways,North,2024-04-24,2352.94,2029-12-09,5.63,2026-09-06,29,22.6,14.0,331.08,2365.36,1,construction,complete,3.9,0,0.781,0.921,0,0,0,,0.53,1.0
PAI-00483,Roads Project 00483,Road Transport & Highways,Roads,North,2011-09-21,633.39,2015-01-07,3.3,2021-02-17,113,100.0,100.0,634.19,634.19,0,construction,complete,0.2,0,0.347,0.99,0,0,1,2021-02-17,0.13,73.4
PAI-00484,Roads Project 00484,Road Transport & Highways,Roads,North,2011-08-19,2829.73,2015-04-09,3.64,2017-08-12,72,100.0,100.0,3247.77,3247.77,1,construction,partial,1.9,0,0.554,0.99,0,0,1,2017-08-12,14.77,28.1
PAI-00485,Railways Project 00485,Railways,Railways,East,2022-05-15,4283.32,2026-07-30,4.21,2026-08-19,51,100.0,100.0,4307.11,4307.11,1,construction,complete,1.6,0,0.964,0.99,0,0,1,2026-08-19,0.56,0.6
PAI-00486,Roads Project 00486,Road Transport & Highways,Roads,East,2017-01-19,2854.14,2020-01-02,2.95,2020-01-23,36,100.0,100.0,2865.17,2865.17,0,construction,complete,0.6,0,0.461,0.834,0,0,1,2020-01-23,0.39,0.7
PAI-00487,Power Project 00487,New & Renewable Energy,Power,West,2019-12-28,5044.86,2025-04-12,5.29,2026-09-06,81,21.7,16.2,818.41,5046.48,1,construction,complete,2.1,0,0.393,0.807,0,0,0,,0.03,22.8
PAI-00488,Urban Infrastructure Project 00488,Housing & Urban Affairs,Urban Infrastructure,South,2007-11-19,217.01,2012-06-30,4.61,2012-07-06,56,100.0,100.0,279.3,279.3,0,construction,complete,7.0,0,0.264,0.805,0,0,1,2012-07-06,28.7,0.2
PAI-00489,Railways Project 00489,Railways,Railways,North-East,2010-06-03,1766.96,2017-01-09,6.61,2017-01-25,79,100.0,100.0,1777.84,1777.84,0,construction,complete,0.6,0,0.823,0.977,0,0,1,2017-01-25,0.62,0.5
PAI-00490,Railways Project 00490,Railways,Railways,South,2023-01-11,5929.6,2028-10-04,5.73,2026-09-06,44,48.5,36.5,2166.09,5929.6,1,construction,complete,2.0,0,0.543,0.957,0,0,0,,0.0,0.1
PAI-00491,Aviation Project 00491,Civil Aviation,Aviation,West,2008-01-11,1087.78,2011-06-06,3.4,2014-04-06,75,100.0,100.0,1344.12,1344.12,1,construction,partial,4.7,0,0.69,0.771,0,0,1,2014-04-06,23.57,34.0
PAI-00492,Rural Infrastructure Project 00492,Development of North Eastern Region,Rural Infrastructure,North,2016-10-27,3035.11,2019-08-23,2.82,2019-09-19,35,100.0,100.0,3058.12,3058.12,2,construction,complete,1.9,1,0.709,0.808,0,0,1,2019-09-19,0.76,0.9
PAI-00493,Roads Project 00493,Road Transport & Highways,Roads,East,2007-01-18,2188.55,2010-07-17,3.5,2010-08-14,43,100.0,100.0,2189.12,2189.12,1,construction,complete,2.9,0,0.602,0.929,0,0,1,2010-08-14,0.03,0.9
PAI-00494,Mining Project 00494,Coal,Mining,East,2015-03-12,2650.44,2018-08-17,3.43,2019-06-16,51,100.0,100.0,2968.33,2968.33,1,construction,complete,2.1,0,0.741,0.899,0,0,1,2019-06-16,11.99,9.9
PAI-00495,Power Project 00495,Atomic Energy,Power,East,2016-11-28,3971.01,2022-04-26,5.41,2022-08-13,69,100.0,100.0,3971.01,3971.01,0,construction,partial,1.1,0,0.569,0.922,0,0,1,2022-08-13,0.0,3.6
PAI-00496,Steel Project 00496,Steel,Steel,East,2023-07-27,1638.53,2027-05-13,3.8,2026-09-06,38,40.3,30.6,506.43,1653.68,0,construction,complete,1.5,1,0.411,0.785,0,0,0,,0.92,0.9
PAI-00497,Power Project 00497,New & Renewable Energy,Power,North,2017-02-27,3054.22,2022-05-14,5.21,2022-05-20,63,100.0,100.0,3060.97,3060.97,0,construction,complete,3.0,0,0.94,0.756,0,0,1,2022-05-20,0.22,0.2
PAI-00498,Roads Project 00498,Road Transport & Highways,Roads,North-East,2014-12-03,658.36,2018-11-29,3.99,2019-05-23,53,100.0,100.0,728.16,728.16,0,construction,complete,3.6,0,0.462,0.949,0,0,1,2019-05-23,10.6,5.7
PAI-00499,Roads Project 00499,Road Transport & Highways,Roads,North,2025-07-28,739.55,2028-12-06,3.36,2026-09-06,14,22.2,17.7,160.04,903.32,1,construction,complete,0.1,0,0.536,0.99,0,0,0,,22.14,3.3
PAI-00500,Ports & Shipping Project 00500,Shipping (Ports),Ports & Shipping,West,2016-04-27,511.86,2019-11-11,3.54,2026-09-06,125,62.3,45.1,374.28,829.14,2,construction,complete,0.3,1,0.732,0.718,0,0,0,,61.99,83.5
PAI-00501,Roads Project 00501,Road Transport & Highways,Roads,Central,2005-02-18,570.37,2008-02-10,2.98,2013-01-08,95,100.0,100.0,570.37,570.37,0,construction,complete,3.9,1,0.573,0.962,0,0,1,2013-01-08,0.0,59.0
PAI-00502,Roads Project 00502,Road Transport & Highways,Roads,North-East,2018-09-08,1693.19,2021-03-24,2.54,2021-06-13,33,100.0,100.0,2094.92,2094.92,1,construction,complete,0.6,0,0.549,0.902,0,0,1,2021-06-13,23.73,2.7
PAI-00503,Fertilizers Project 00503,Fertilizers,Fertilizers,Central,2014-02-26,1188.66,2018-05-31,4.26,2022-11-19,105,100.0,100.0,1190.4,1190.4,1,construction,complete,3.5,0,0.481,0.751,0,0,1,2022-11-19,0.15,53.6
PAI-00504,Roads Project 00504,Road Transport & Highways,Roads,North-East,2015-11-01,362.63,2018-06-09,2.6,2023-05-28,90,100.0,100.0,481.78,481.78,0,construction,complete,0.2,0,0.774,0.924,0,0,1,2023-05-28,32.86,59.6
PAI-00505,Roads Project 00505,Road Transport & Highways,Roads,North,2022-08-15,222.63,2026-03-30,3.62,2026-04-28,44,100.0,100.0,225.12,225.12,0,construction,complete,1.5,0,0.675,0.99,0,0,1,2026-04-28,1.12,1.0
PAI-00506,Aviation Project 00506,Civil Aviation,Aviation,West,2010-04-06,579.36,2013-01-10,2.77,2013-01-29,33,100.0,100.0,581.1,581.1,0,construction,complete,6.0,0,0.428,0.794,0,0,1,2013-01-29,0.3,0.6
PAI-00507,Railways Project 00507,Railways,Railways,West,2006-06-05,10399.47,2012-10-10,6.35,2015-11-12,113,100.0,100.0,10399.47,10399.47,1,construction,complete,0.9,0,0.931,0.864,0,0,1,2015-11-12,0.0,37.1
PAI-00508,Roads Project 00508,Road Transport & Highways,Roads,North-East,2018-01-08,248.62,2020-10-03,2.74,2021-01-19,36,100.0,100.0,249.7,249.7,0,construction,complete,6.5,0,0.713,0.941,0,0,1,2021-01-19,0.44,3.6
PAI-00509,Power Project 00509,Power,Power,South,2013-02-08,969.37,2017-12-19,4.86,2018-01-07,59,100.0,100.0,1312.97,1312.97,1,construction,complete,1.4,0,0.59,0.925,0,0,1,2018-01-07,35.45,0.6
PAI-00510,Power Project 00510,New & Renewable Energy,Power,Central,2021-09-28,3603.53,2027-04-09,5.53,2026-09-06,60,44.6,32.5,1229.14,3777.6,0,construction,complete,1.4,1,0.733,0.85,0,0,0,,4.83,35.5
PAI-00511,Petroleum Project 00511,Petroleum & Natural Gas,Petroleum,West,2026-10-11,1178.3,2030-03-20,3.44,2026-09-06,1,1.0,0.0,0.0,1186.24,1,pre_construction,partial,7.2,0,0.396,0.834,0,0,0,,0.67,20.3
PAI-00512,Urban Infrastructure Project 00512,Housing & Urban Affairs,Urban Infrastructure,East,2006-12-01,509.31,2010-01-07,3.1,2010-02-26,38,100.0,100.0,510.52,510.52,0,construction,complete,0.4,0,0.81,0.742,0,0,1,2010-02-26,0.24,1.6
PAI-00513,Roads Project 00513,Road Transport & Highways,Roads,North-East,2010-12-16,437.19,2013-10-10,2.82,2013-10-19,34,100.0,100.0,437.19,437.19,0,construction,complete,0.3,0,0.839,0.939,0,0,1,2013-10-19,0.0,0.3
PAI-00514,Roads Project 00514,Road Transport & Highways,Roads,North-East,2022-12-11,2527.29,2026-07-15,3.59,2026-09-06,45,22.0,11.8,369.57,3118.97,0,construction,complete,3.7,0,0.899,0.925,0,0,0,,23.41,52.9
PAI-00515,Roads Project 00515,Road Transport & Highways,Roads,East,2026-03-23,5611.01,2030-01-28,3.85,2026-09-06,6,12.4,11.4,732.83,6439.63,1,pre_construction,partial,2.7,0,0.592,0.93,0,0,0,,14.77,10.6
PAI-00516,Railways Project 00516,Railways,Railways,East,2016-01-20,1479.02,2020-12-20,4.92,2021-05-23,64,100.0,100.0,2132.45,2132.45,2,construction,complete,0.5,0,0.535,0.856,0,0,1,2021-05-23,44.18,5.1
PAI-00517,Power Project 00517,Power,Power,West,2006-01-18,716.02,2012-05-23,6.35,2016-12-03,131,100.0,100.0,904.27,904.27,0,construction,complete,0.8,0,0.115,0.842,0,0,1,2016-12-03,26.29,54.4
PAI-00518,Railways Project 00518,Railways,Railways,East,2019-07-22,4492.95,2025-02-15,5.57,2026-09-06,86,71.5,60.7,2742.5,4516.41,0,construction,complete,4.2,0,0.465,0.953,0,0,0,,0.52,46.3
PAI-00519,Petroleum Project 00519,Petroleum & Natural Gas,Petroleum,South,2014-10-20,704.19,2018-08-01,3.78,2018-08-11,46,100.0,100.0,704.19,704.19,1,construction,complete,8.2,1,0.653,0.825,0,0,1,2018-08-11,0.0,0.3
PAI-00520,Roads Project 00520,Road Transport & Highways,Roads,North,2008-03-02,638.94,2010-09-27,2.57,2010-10-09,31,100.0,100.0,641.84,641.84,2,construction,complete,3.1,0,0.689,0.946,0,0,1,2010-10-09,0.45,0.4
PAI-00521,Railways Project 00521,Railways,Railways,West,2012-03-15,8340.55,2017-05-19,5.18,2018-07-12,76,100.0,100.0,9408.34,9408.34,0,construction,complete,5.3,0,0.703,0.925,0,0,1,2018-07-12,12.8,13.8
PAI-00522,Mining Project 00522,Coal,Mining,North,2012-02-26,1785.72,2016-10-25,4.66,2016-11-09,57,100.0,100.0,1800.97,1800.97,0,construction,complete,4.5,0,0.388,0.849,0,0,1,2016-11-09,0.85,0.5
PAI-00523,Railways Project 00523,Railways,Railways,South,2010-10-12,5932.4,2016-11-11,6.08,2016-12-05,74,100.0,100.0,5947.01,5947.01,1,construction,complete,0.9,0,0.6,0.986,0,0,1,2016-12-05,0.25,0.8
PAI-00524,Roads Project 00524,Road Transport & Highways,Roads,East,2020-06-13,964.53,2023-11-21,3.44,2023-11-30,41,100.0,100.0,980.27,980.27,0,construction,complete,2.0,0,0.292,0.93,0,0,1,2023-11-30,1.63,0.3
PAI-00525,Power Project 00525,Power,Power,North-East,2013-06-24,1822.64,2018-09-08,5.21,2019-12-28,78,100.0,100.0,1852.31,1852.31,0,construction,partial,1.7,1,0.831,0.855,0,0,1,2019-12-28,1.63,15.6
PAI-00526,Power Project 00526,New & Renewable Energy,Power,South,2025-03-08,1915.01,2030-04-12,5.1,2026-09-06,18,7.4,2.7,63.46,2338.61,0,pre_construction,not_started,12.0,0,0.806,0.922,2,2,0,,22.12,63.0
PAI-00527,Roads Project 00527,Road Transport & Highways,Roads,South,2022-02-03,188.64,2025-10-18,3.71,2025-10-29,44,100.0,100.0,197.99,197.99,0,construction,complete,4.2,0,0.647,0.965,0,0,1,2025-10-29,4.95,0.4
PAI-00528,Mining Project 00528,Coal,Mining,Central,2026-11-12,1559.2,2030-01-21,3.19,2026-09-06,1,1.0,0.0,0.0,1583.52,0,pre_construction,complete,3.2,0,0.391,0.772,0,0,0,,1.56,0.3
PAI-00529,Mining Project 00529,Coal,Mining,Central,2014-02-16,986.09,2017-06-14,3.32,2024-06-11,124,100.0,100.0,1137.27,1137.27,1,construction,complete,3.6,1,0.825,0.863,0,0,1,2024-06-11,15.33,83.9
PAI-00530,Roads Project 00530,Road Transport & Highways,Roads,West,2011-06-28,2731.62,2015-03-13,3.71,2015-03-15,45,100.0,100.0,2757.93,2757.93,2,construction,complete,0.2,0,0.669,0.901,0,0,1,2015-03-15,0.96,0.1
PAI-00531,Roads Project 00531,Road Transport & Highways,Roads,East,2006-11-01,653.41,2009-12-13,3.12,2014-03-14,88,100.0,100.0,810.71,810.71,0,construction,complete,1.6,0,0.645,0.973,0,0,1,2014-03-14,24.07,51.0
PAI-00532,Railways Project 00532,Railways,Railways,North,2023-08-18,2487.1,2028-12-15,5.33,2026-09-06,37,23.5,22.3,558.33,2501.1,2,construction,complete,0.2,0,0.679,0.953,0,0,0,,0.56,0.1
PAI-00533,Fertilizers Project 00533,Fertilizers,Fertilizers,South,2022-01-09,751.27,2026-11-30,4.89,2026-09-06,56,63.2,57.3,435.26,759.29,0,construction,complete,3.4,0,0.507,0.821,0,0,0,,1.07,18.3
PAI-00534,Urban Infrastructure Project 00534,Housing & Urban Affairs,Urban Infrastructure,North,2012-05-05,565.34,2016-09-10,4.35,2017-12-12,67,100.0,100.0,640.38,640.38,2,construction,complete,4.7,0,0.669,0.834,0,0,1,2017-12-12,13.27,15.0
PAI-00535,Mining Project 00535,Coal,Mining,North,2015-08-18,941.62,2019-12-15,4.33,2023-08-16,96,100.0,100.0,1035.99,1035.99,1,construction,partial,1.1,0,0.802,0.828,0,0,1,2023-08-16,10.02,44.0
PAI-00536,Power Project 00536,New & Renewable Energy,Power,South,2006-08-26,1125.69,2012-11-12,6.22,2012-12-10,76,100.0,100.0,1134.12,1134.12,0,construction,complete,3.8,0,0.399,0.773,0,0,1,2012-12-10,0.75,0.9
PAI-00537,Telecom Project 00537,Telecommunications,Telecom,North,2011-07-21,798.45,2013-10-01,2.2,2013-11-14,28,100.0,100.0,802.81,802.81,0,construction,complete,4.4,0,0.95,0.777,0,0,1,2013-11-14,0.55,1.4
PAI-00538,Ports & Shipping Project 00538,Shipping (Ports),Ports & Shipping,North,2007-09-05,2063.33,2011-08-04,3.91,2011-12-04,51,100.0,100.0,2249.52,2249.52,0,construction,complete,4.1,0,0.693,0.783,0,0,1,2011-12-04,9.02,4.0
PAI-00539,Railways Project 00539,Railways,Railways,West,2021-11-09,3574.16,2026-01-24,4.21,2026-09-06,58,79.5,71.6,2560.14,3576.72,0,construction,partial,4.3,0,0.588,0.914,1,1,0,,0.07,17.6
PAI-00540,Roads Project 00540,Road Transport & Highways,Roads,North,2012-01-13,354.7,2015-07-26,3.53,2015-07-30,42,100.0,100.0,356.94,356.94,0,construction,complete,2.2,1,0.255,0.948,0,0,1,2015-07-30,0.63,0.1
PAI-00541,Power Project 00541,New & Renewable Energy,Power,West,2017-06-21,4450.41,2023-08-29,6.19,2023-09-07,75,100.0,100.0,4584.74,4584.74,0,construction,complete,2.8,0,0.564,0.883,0,0,1,2023-09-07,3.02,0.3
PAI-00542,Rural Infrastructure Project 00542,Rural Development,Rural Infrastructure,West,2006-06-24,3846.14,2009-03-13,2.72,2015-02-08,104,100.0,100.0,3881.4,3881.4,0,construction,complete,1.0,0,0.666,0.751,0,0,1,2015-02-08,0.92,70.9
PAI-00543,Roads Project 00543,Road Transport & Highways,Roads,North,2013-02-16,1869.31,2015-11-03,2.71,2015-11-06,33,100.0,100.0,1869.31,1869.31,1,construction,complete,2.3,0,0.459,0.854,0,0,1,2015-11-06,0.0,0.1
PAI-00544,Roads Project 00544,Road Transport & Highways,Roads,Central,2021-09-12,1743.17,2025-02-21,3.44,2026-09-06,60,55.4,40.7,767.19,1882.96,0,construction,complete,5.5,0,0.358,0.948,0,0,0,,8.02,52.8
PAI-00545,Rural Infrastructure Project 00545,Rural Development,Rural Infrastructure,North,2019-04-04,3334.08,2022-12-03,3.67,2026-09-06,89,47.9,33.6,1317.04,3919.07,2,construction,complete,1.4,1,0.618,0.828,0,0,0,,17.55,52.4
PAI-00546,Ports & Shipping Project 00546,Shipping (Ports),Ports & Shipping,North,2013-01-12,1007.43,2015-12-22,2.94,2023-06-02,125,100.0,100.0,1363.78,1363.78,1,construction,partial,0.7,0,0.899,0.872,0,0,1,2023-06-02,35.37,89.3
PAI-00547,Urban Infrastructure Project 00547,Housing & Urban Affairs,Urban Infrastructure,West,2024-02-15,324.85,2029-02-03,4.97,2026-09-06,31,27.5,23.5,76.32,324.85,0,construction,complete,1.3,0,0.663,0.792,0,0,0,,0.0,58.8
PAI-00548,Railways Project 00548,Railways,Railways,North,2017-12-23,6420.86,2023-10-23,5.83,2023-11-10,71,100.0,100.0,6462.07,6462.07,0,construction,partial,1.8,0,0.319,0.904,0,0,1,2023-11-10,0.64,0.6
PAI-00549,Roads Project 00549,Road Transport & Highways,Roads,Central,2013-10-17,335.21,2017-03-08,3.39,2018-08-01,58,100.0,100.0,385.78,385.78,1,construction,complete,0.9,0,0.957,0.932,0,0,1,2018-08-01,15.09,16.8
PAI-00550,Rural Infrastructure Project 00550,Rural Development,Rural Infrastructure,North,2005-08-20,462.91,2008-08-06,2.96,2011-08-26,72,100.0,100.0,462.91,462.91,0,construction,complete,2.3,0,0.831,0.689,0,0,1,2011-08-26,0.0,36.6
PAI-00551,Railways Project 00551,Railways,Railways,South,2005-01-19,1718.86,2010-03-08,5.13,2010-03-22,62,100.0,100.0,1730.32,1730.32,0,construction,complete,1.7,0,0.364,0.922,0,0,1,2010-03-22,0.67,0.4
PAI-00552,Railways Project 00552,Railways,Railways,West,2024-03-14,1309.69,2029-05-23,5.19,2026-09-06,30,24.8,15.8,231.14,1462.7,0,construction,complete,1.1,0,0.457,0.896,0,0,0,,11.68,30.8
PAI-00553,Roads Project 00553,Road Transport & Highways,Roads,North-East,2015-11-07,2544.73,2019-06-05,3.58,2021-12-27,73,100.0,100.0,2990.23,2990.23,0,construction,complete,0.5,0,0.495,0.886,0,0,1,2021-12-27,17.51,30.8
PAI-00554,Railways Project 00554,Railways,Railways,North-East,2020-02-12,480.62,2025-11-16,5.76,2026-08-31,78,100.0,100.0,545.44,545.44,0,construction,complete,1.7,0,0.759,0.989,0,0,1,2026-08-31,13.49,9.5
PAI-00555,Urban Infrastructure Project 00555,Housing & Urban Affairs,Urban Infrastructure,Central,2018-02-19,1828.52,2021-06-07,3.3,2025-08-15,90,100.0,100.0,1991.89,1991.89,0,construction,complete,3.7,1,0.973,0.729,0,0,1,2025-08-15,8.93,50.3
PAI-00556,Urban Infrastructure Project 00556,Housing & Urban Affairs,Urban Infrastructure,East,2021-10-12,1362.05,2025-02-04,3.32,2025-02-22,40,100.0,100.0,1364.77,1364.77,0,construction,complete,5.6,1,0.778,0.81,0,0,1,2025-02-22,0.2,0.6
